web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683632497-2534,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,(Puesto 26) 300 TORRES COMIDA PARA LLEVAR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-26-300-torres-comida-llevar,Teléfono643551455,Emailen300torres@gmail.com,Webhttps://www.300torres.es,,Hostelería y turismo,Comidas para llevar,Onda
1683632500-2535,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,"AUTOMÓVILES CASTALIA, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/automoviles-castalia-sl-2,Teléfono964601397,Emailautomovilescastalia@hotmail.com,,,Vehículos,Compra-venta de vehículos,Onda
1683632503-2536,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,DANIELA ESTETICA DAY,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/daniela-estetica-day,Teléfono600047424,Emaildanielaesteticaday@gmail.com,Emaildaniela15011973@gmail.com,PELUQUERIA LOLI,Salud y belleza,Peluquerías y salones de belleza,Onda
1683632506-2537,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,RESTAURANTE EL SENTIDET,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-sentidet,Teléfono600855557,,,ASADOR DONDE LOLA,Hostelería y turismo,Restaurantes,Onda
1683632509-2538,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,LA OVEJA NEGRA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/la-oveja-negra,Teléfono618377354,Emaillaovejanegra.caferock@gmail.com,Emailtonicooper3@gmail.com,EL RINCON ANDALUZ,Hostelería y turismo,Bar-Cafeteria,Onda
1683632512-2539,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,"FERRETERIA SALVIA, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ferreteria-salvia-sl-2,Teléfono964600003,Emailsalvia@ferreteriasalvia.com,Webhttps://www.ferreteriasalvia.com,,Hogar y decoración,Ferretería,Onda
1683632515-2540,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,BAR CAFETERÍA MOYA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-cafeteria-moya,Teléfono616897806,,,EL RINCON ANDALUZ,Hostelería y turismo,Bar-Cafeteria,Onda
1683632518-2541,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,DON DOLÇ PASTISSERIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/don-dolc-pastisseria,Teléfono964054742,Emailanags5290@gmail.com,Webhttps://Www.dondolc.es,PANADERIA BOLLERIA CASTANY,Alimentación,Pan y pastelería,Onda
1683632524-2542,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,ESTETIC-ZHEN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/esteticzhen-2,Teléfono669818006,Emailvelascogarciaeva3@gmail.com,,ROSA ESTILISTAS,Salud y belleza,Peluquerías y salones de belleza,Onda
1683632527-2543,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,STUDIO PILATES ONDA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/studio-pilates-onda-2,Teléfono644257056,Emaillmarinmata76@gmail.com,Emaillaura@studiopilatesonda.es,GYMTRIMM,"Ocio, deportes y aficiones","Gimnasios, boleras y otros centros deportivos",Onda
1683632530-2544,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,NAUTALIA VIAJES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/nautalia-viajes-6,Teléfono964052947,Emaild0743@nautaliaviajes.es,Webhttps://www.nautaliaviajes.com,Tienda virtualhttps://www.nautaliaviajes.com,Servicios,Agencias de Viaje,Onda
1683632533-2545,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,FISIOTERAPIA BALMES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/fisioterapia-balmes-2,Teléfono649009396,Emailfisioterapiabalmes@gmail.com,Webhttps://www.balmesfisioterapia.com,CLINICA DENTAL FRANCISCO JAVIER,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Onda
1683632536-2546,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,RESTAURO TALLER D´ART,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restauro-taller-art-2,Teléfono620345078,Emailrestaurotallerdart@gmail.com,Emailxtinabenaches@gmail.com,,Hogar y decoración,Manualidades y bellas artes,Onda
1683632539-2547,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,ASESORIA CRESPO CORTES,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/asesoria-crespo-cortes-2,Teléfono635668440,Emailmtcrespo2015@gmail.com,,,Finanzas y gestión,Gestorías-asesorías,Onda
1683632542-2548,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,ESTUDIO ARQUITECTURA DAVID ORTELLS SASTRE,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/estudio-arquitectura-david-ortells-sastre,Teléfono655883203,Emaildaorsas@ctac.es,,,Servicios,Servicios profesionales,Onda
1683632545-2549,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,MOTOAPUNT,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/motoapunt,Teléfono964602751,Emailmotoapunt1@hotmail.com,Webhttps://www.motoapunt.com,Tienda virtualhttps://www.motoapunt.com,Vehículos,Mantenimiento y reparación de vehículos,Onda
1683632548-2550,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,LA TENDETA D´ONDA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/la-tendeta-onda-2,Teléfono964052109,Emaillatendeta@hotmail.com,,CARNICERIA CHARCUTERIA PACO,Alimentación,Carnes / embutidos / huevos,Onda
1683632551-2551,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,"(Puesto 36) BECARNS, SL",https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-36-becarns-sl-2,Teléfono964602899,Emailbecarns@caboqueta.com,,,Alimentación,Carnes / embutidos / huevos,Onda
1683632554-2552,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,RAMOS ROS INMOBILIARIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ramos-ros-inmobiliaria,Teléfono964600017,Emailinfo@inmobiliariapeperamos.com,Emailofionda2@hotmail.com,Webhttps://www.inmobiliariapeperamos.com,Finanzas y gestión,Servicios inmobiliarios,Onda
1683632557-2553,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,ELECTRODOEMESTICOS MILLA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/electrodoemesticos-milla,Teléfono964601109,Emailelectrodomesticosmilla@gmail.com,Emailamando.tien21@gmail.com,Webhttps://www.tien21.es/,"Informática, imagen y sonido",Electrodomésticos y electrónica en general,Onda
1683632568-2554,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CENTRE MEDIC MANEBAS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/centre-medic-manebas,,,,,,,
1683632571-2555,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,GESTORIA COMA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/gestoria-coma-2,,,,,,,
1683632574-2556,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,ROSA ESTILISTAS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/rosa-estilistas-2,Teléfono606273136,Emailrballestermoron@gmail.com,,ETNICA SALON DE BELLEZA,Salud y belleza,Peluquerías y salones de belleza,Onda
1683632577-2557,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CRISTINA MARTINEZ FOTOGRAFOS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cristina-martinez-fotografos,Teléfono657474473,Emailcristinamartinezfotografos@gmail.com,Emailcmphotocs@hotmail.com,Webhttps://www.cmfotografa.es,"Informática, imagen y sonido",Fotografía,Onda
1683632580-2558,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CLINICA VETERINARIA OLUCHA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/clinica-veterinaria-olucha-2,Teléfono964771707,Emailclinicaveterinariaolucha@gmail.com,Webhttps://www.clinicaveterinariaolucha.com,,"Flores, jardinería y animales",Clínicas veterinarias,Onda
1683632583-2559,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,EL VESTIDOR DE VIANA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/el-vestidor-viana-2,Teléfono619793752,Emailelvestidordeviana@gmail.com,,,Moda y complementos,Moda infantil y puericultura,Onda
1683632586-2560,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,NUBES DE AZUCAR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/nubes-azucar,Teléfono617875248,Emailinfo@nubesdeazucar.es,Webhttp://www.nubesdeazucar.es,Tienda virtualhttp://www.nubesdeazucar.es,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Onda
1683632589-2561,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,PASSETS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/passets-3,Teléfono669813932,Emailmarisolermilla@gmail.com,,,Moda y complementos,"Zapatos, bolsos y complementos",Onda
1683632592-2562,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,TALLERES ELIOS SANCHEZ SL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/talleres-elios-sanchez-sl,Teléfono964600938,Emailadministracion@eliossanchez.com,Webhttps://Www.tallereseliossanchez.citroen.es,,Vehículos,Compra-venta de vehículos,Onda
1683632595-2563,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,(Puesto 42) DESPACHO DE PAN Mª CARMEN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-42-despacho-pan-m-carmen,Teléfono964603610,,,,Alimentación,Pan y pastelería,Onda
1683632598-2564,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CAFETERIA EL MONTI DOLÇ,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-monti-dolc,Teléfono646948831,Emailmzm_1977@gmail.com,,BAR RECINTO,Hostelería y turismo,Bar-Cafeteria,Onda
1683632601-2565,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,LA CANTINA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/la-cantina-2,Teléfono964603650,Emailanaramonaguilella18@gmail.com,,EL PLA GASTRO BAR,Hostelería y turismo,Bar-Cafeteria,Onda
1683632607-2566,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,FRUTAS FORES ASCLA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/frutas-fores-ascla,,,,,,,
1683632610-2567,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,RESTAURANTE ZHE JIANG,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-zhe-jiang,,,,,,,
1683632613-2568,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,(Puesto 14) FRUTAS Y VERDURAS Mª ANGELES CAMPOS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-14-frutas-y-verduras-m-angeles-campos-2,Teléfono610936600,Emailx3ao@hotmail.com,,FRUTAS Y VERDURAS LA ENCINA (C/ CARTA POBLA),Alimentación,Frutas y verduras,Onda
1683632616-2569,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,SARGANTANA AVENTURA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/sargantana-aventura-2,Teléfono622724343,Emailinfo@sargantanaaventura.com,Webhttps://www.sargantanaaventura.com,JM ARNAU Y ASOCIADOS,Servicios,Servicios profesionales,Onda
1683632619-2570,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,BAR SANCAR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-sancar,Teléfono671815640,,,PURA MAGIA SL,Hostelería y turismo,Bar-Cafeteria,Onda
1683632622-2571,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,(Puesto 43) CHARCUTERIA PEDRO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-43-charcuteria-pedro-2,Teléfono677471174,,,(Puesto 22) POLLOS PLANES,Alimentación,Carnes / embutidos / huevos,Onda
1683632625-2572,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,CAJA RURAL NTRA. SRA. DE LA ESPERANZA  (OFICINA PRINCIPAL),https://onda.comercioscomunitatvalenciana.com/es/comercios/view/caja-rural-ntra-sra-esperanza-oficina-principal,Teléfono964776677,Emailoficinas@caixaonda.com,Webhttps://www.ruralvia.com,,Finanzas y gestión,Entidades financieras,Onda
1683632628-2573,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,GENERALI SEGUROS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/generali-seguros-18,Teléfono964600490,Emailginamiravet@hotmail.com,,,Finanzas y gestión,Seguros,Onda
1683632631-2574,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,BAR PINO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-pino-2,Teléfono964770033,,,,Hostelería y turismo,Restaurantes,Onda
1683632634-2575,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,ASIATICO NUEVA IDEA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/asiatico-nueva-idea,Teléfono964835239,,,BAR RESTAURANTE LA ALACENA,Hostelería y turismo,Restaurantes,Onda
1683632637-2576,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,(Puesto 40) CHARCUTERIA GLORIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/puesto-40-charcuteria-gloria-2,Teléfono964771467,Emailmgloriams2662@hotmail.com,,(Puesto 05) RAIMUNDO MIRALLES SALVADOR,Alimentación,Carnes / embutidos / huevos,Onda
1683632640-2577,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,BAR RESTAURANTE LA ALACENA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-restaurante-alacena,Teléfono964846949,Emailyolandamorenonavarro15@gmail.com,,RESTAURANTE  YI JIANG NAN,Hostelería y turismo,Restaurantes,Onda
1683632646-2578,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,IRACEMA TERRAZA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/iracema-terraza,Teléfono627121367,,,BAR MANZANEDA,Hostelería y turismo,Bar-Cafeteria,Onda
1683632649-2579,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,BAR SNACK BAR,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-snack-bar-2,Teléfono664770473,Emailanasantosmorro@hotmail.es,,NEW COPAS BARLEY,Hostelería y turismo,Bar-Cafeteria,Onda
1683632652-2580,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,CA JOANET TAPERIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/ca-joanet-taperia-2,Teléfono663284661,Emailjoanet0350@gmail.com,,CHUSKY´S BAR,Hostelería y turismo,Bar-Cafeteria,Onda
1683632655-2581,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,JM ARNAU Y ASOCIADOS,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/jm-arnau-y-asociados,Teléfono964834834,,,,Servicios,Servicios profesionales,Onda
1683632658-2582,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,PIZZERIA FONTANELLA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/pizzeria-fontanella,Teléfono964772149,Emaildul_2@hotmail.com,,TELEPIZZA,Hostelería y turismo,Restaurantes,Onda
1683632661-2583,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,BAR LA CERVESERIA DE BEA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/bar-cerveseria-bea,Teléfono964744880,Emailbeatrizporcarllorens@gmail.com,,CHUSKY´S BAR,Hostelería y turismo,Bar-Cafeteria,Onda
1683632664-2584,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,RESTAURANTE EL MESON,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-meson,Teléfono964603156,Emailtali-mero@hotmail.com,,RESTAURANTE ZHE JIANG,Hostelería y turismo,Restaurantes,Onda
1683632667-2585,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,FARMACIA BELLVER BELTRAN CB,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/farmacia-bellver-beltran-cb,Teléfono964600063,Emailantoniobellver@redfarma.org,Emailchelobeltran@redfarma.org,Webhttps://www.farmacialasafona.es,Salud y belleza,Farmacias y parafarmacias,Onda
1683632670-2586,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,CORTINAJES MIGUEL ANGEL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cortinajes-miguel-angel,Teléfono964604721,Emailcortinajesm.angel@hotmail.com,,,Hogar y decoración,Hogar y decoración en general,Onda
1683632673-2587,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,MERCA EURO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/merca-euro-4,Teléfono964055652,Emailglin.wu@foxmail.com,,,Hogar y decoración,Ferretería,Onda
1683632676-2588,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,MODAS YIMER,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/modas-yimer,Teléfono964837979,Emailwww842172925@icloud.com,Emailwww842172925@icloud.com,NOVA BOUTIQUE,Moda y complementos,Moda y complementos en general,Onda
1683632679-2589,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,RESTAURANTE  YI JIANG NAN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/restaurante-yi-jiang-nan,Teléfono964787500,,,RESTAURANTE AUTOVIA,Hostelería y turismo,Restaurantes,Onda
1683632685-2590,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,GRAN HOTEL TOLEDO,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/gran-hotel-toledo-2,Teléfono964600972,Emailinfo@granhoteltoledo.com,Webhttp://www.granhoteltoledo.com,,Hostelería y turismo,"Hoteles, hostales y pensiones",Onda
1683632688-2591,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,LA SPE Y CARMEN,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/la-spe-y-carmen,Teléfono642823478,Emailsperanta69@yahoo.es,,CAFETERIA EL MONTI DOLÇ,Hostelería y turismo,Bar-Cafeteria,Onda
1683632708-2592,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,CERVECERIA FRANKFURT GANDIA,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/cerveceria-frankfurt-gandia,Teléfono964771389,,,CA PANERA,Hostelería y turismo,Bar-Cafeteria,Onda
1683632711-2593,https://onda.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,MUNDO ANIMAL,https://onda.comercioscomunitatvalenciana.com/es/comercios/view/mundo-animal-2,Teléfono964102286,Emailmundoanimal06@yahoo.es,Webhttps://www.mundoanimal.es,,"Flores, jardinería y animales",Mascotas y accesorios,Onda
